claim,noise,model,alpha,seed,direction,threshold,exceedances,sample_size,empirical_tail,empirical_tail_cp95_low,empirical_tail_cp95_high,gaussian_tail,gap,gap_upper95,theorem_rate,normalized_upper
4,iid,linear,0.08,1729,mean,0.7,5423,32768,0.165496826171875,0.16148758667811675,0.16956545132645692,0.16133541967928666,0.004161406492588338,0.00823003164717026,1.2074462346850399,0.00681606469154053
4,iid,linear,0.08,1729,mean,0.95,3162,32768,0.09649658203125,0.09332017841171614,0.09974471352193877,0.0897667235307733,0.006729858500476693,0.009977989991165462,0.8896972255573977,0.01121504002096244
4,iid,linear,0.08,1729,mean,1.2,1670,32768,0.05096435546875,0.048607776055911954,0.053400927741948725,0.044999631262410245,0.005964724206339755,0.008401296479538481,0.7043436368996066,0.011927837548897964
4,iid,linear,0.08,1729,alternating,0.45,8865,32768,0.270538330078125,0.26573364679823597,0.2753837173732777,0.26246134653937636,0.008076983538748639,0.012922370833901353,1.8782496983989507,0.006880006872843682
4,iid,linear,0.08,1729,alternating,0.7,5525,32768,0.168609619140625,0.16457002217709146,0.17270804696145625,0.16133541967928666,0.007274199461338338,0.01137262728216959,1.2074462346850399,0.009418744251694254
4,iid,linear,0.08,1729,alternating,0.95,3176,32768,0.096923828125,0.09374107477481332,0.10017823251391833,0.0897667235307733,0.007157104594226693,0.010411508983145024,0.8896972255573977,0.011702305777813553
4,iid,linear,0.08,1729,alternating,1.2,1672,32768,0.051025390625,0.04866745697138773,0.053463305886863814,0.044999631262410245,0.006025759362589755,0.00846367462445357,0.7043436368996066,0.012016399639399223
4,iid,contractive,0.08,1729,axis_0,0.45,9314,32768,0.28424072265625,0.27936105008134704,0.2891586661745737,0.2846068247368555,0.00036610208060550153,0.005245774655508462,1.8782496983989507,0.002792905895302441
4,iid,contractive,0.08,1729,axis_0,0.7,6281,32768,0.191680908203125,0.18743121029146104,0.19598532795854182,0.18796029127403735,0.00372061692908765,0.008025036684504466,1.2074462346850399,0.006646289047062855
4,iid,contractive,0.08,1729,axis_0,0.95,3998,32768,0.12200927734375,0.1184838711941442,0.1256018349821805,0.11474657436629188,0.007262702977458124,0.010855260615888623,0.8896972255573977,0.012201072796521056
4,iid,contractive,0.08,1729,axis_0,1.2,2410,32768,0.07354736328125,0.07074369545194324,0.07642690072998774,0.06452065254973405,0.009026710731515952,0.011906248180253695,0.7043436368996066,0.016904033140219522
4,iid,contractive,0.08,1729,axis_3,0.45,9923,32768,0.302825927734375,0.2978533540546064,0.3078334731112197,0.3099910034093183,0.007165075674943289,0.012137649354711899,1.8782496983989507,0.006462212859694971
4,iid,contractive,0.08,1729,axis_3,0.7,7117,32768,0.217193603515625,0.21273905066205198,0.22169833937554967,0.2202460684564681,0.0030524649408431026,0.007507017794416121,1.2074462346850399,0.006217268793234767
4,iid,contractive,0.08,1729,axis_3,0.95,4827,32768,0.147308349609375,0.14348711123673802,0.1511922178796648,0.14758461028838432,0.0002762606790093214,0.004097499051646303,0.8896972255573977,0.004605498290813719
4,iid,contractive,0.08,1729,axis_3,1.2,3080,32768,0.093994140625,0.09085531749767597,0.09720514180713312,0.09302821225967983,0.0009659283653201678,0.004176929547453287,0.7043436368996066,0.005930243887542416
4,iid,contractive,0.08,1729,mean,0.45,10217,32768,0.311798095703125,0.306784155719287,0.3168454149481472,0.3207645286368521,0.00896643293372712,0.013980372917565098,1.8782496983989507,0.0074432983694778096
4,iid,contractive,0.08,1729,mean,0.7,7386,32768,0.22540283203125,0.22088787549243588,0.2299665119859868,0.23446916634829895,0.009066334317048952,0.01358129085586307,1.2074462346850399,0.011247946671021527
4,iid,contractive,0.08,1729,mean,0.95,5074,32768,0.15484619140625,0.15094476144915478,0.15880890620987456,0.16283987544579825,0.007993684039548254,0.011895113996643475,0.8896972255573977,0.013369844993268529
4,iid,contractive,0.08,1729,mean,1.2,3365,32768,0.102691650390625,0.09942499891068521,0.10602891641999942,0.10721080139375283,0.00451915100312783,0.007785802483067622,0.7043436368996066,0.011053982850387232
4,iid,contractive,0.08,1729,alternating,0.45,10571,32768,0.322601318359375,0.31754047466995466,0.32769362411871555,0.3207645286368521,0.0018367897225228802,0.006929095481863434,1.8782496983989507,0.0036891237026524764
4,iid,contractive,0.08,1729,alternating,0.7,7731,32768,0.235931396484375,0.23134261846216234,0.24056702647788014,0.23446916634829895,0.0014622301360760481,0.00609786012958119,1.2074462346850399,0.005050212551428268
