claim,noise,model,alpha,seed,direction,threshold,empirical_tail,gaussian_tail,gap,gap_upper95,theorem_rate,normalized_upper
4,iid,linear,0.08,2718,mean,1.2,0.051513671875,0.044999631262410245,0.006514040612589755,0.008907399877955925,0.7043436368996066,0.012646383684482038
4,iid,linear,0.08,2718,alternating,0.45,0.267486572265625,0.26246134653937636,0.005025225726248639,0.009818032183472606,1.8782496983989507,0.005227224150144493
4,iid,linear,0.08,2718,alternating,0.7,0.1666259765625,0.16133541967928666,0.005290556883213338,0.009325360833550005,1.2074462346850399,0.007723209999476712
4,iid,linear,0.08,2718,alternating,0.95,0.0933837890625,0.0897667235307733,0.003617065531726693,0.006767559045148842,0.8896972255573977,0.00760658665751031
4,iid,linear,0.08,2718,alternating,1.2,0.04876708984375,0.044999631262410245,0.0037674585813397554,0.00609950911791624,0.7043436368996066,0.008659848401222416
4,iid,contractive,0.08,2718,axis_0,0.45,0.2864990234375,0.2846068247368555,0.0018921987006444985,0.00678761875686332,1.8782496983989507,0.003613799998290532
4,iid,contractive,0.08,2718,axis_0,0.7,0.19525146484375,0.18796029127403735,0.00729117356971265,0.011583160113394136,1.2074462346850399,0.00959310632693768
4,iid,contractive,0.08,2718,axis_0,0.95,0.122283935546875,0.11474657436629188,0.007537361180583124,0.011084619624506567,0.8896972255573977,0.012458867248419284
4,iid,contractive,0.08,2718,axis_0,1.2,0.07232666015625,0.06452065254973405,0.007806007606515952,0.0106106522792646,0.7043436368996066,0.015064595920779201
4,iid,contractive,0.08,2718,axis_3,0.45,0.307708740234375,0.3099910034093183,0.0022822631749432887,0.007279678500414511,1.8782496983989507,0.0038757778087864583
4,iid,contractive,0.08,2718,axis_3,0.7,0.22076416015625,0.2202460684564681,0.0005180916997818974,0.005008955130397379,1.2074462346850399,0.004148387718235716
4,iid,contractive,0.08,2718,axis_3,0.95,0.14947509765625,0.14758461028838432,0.0018904873678656786,0.005751125035183206,0.8896972255573977,0.006464137315455953
4,iid,contractive,0.08,2718,axis_3,1.2,0.09625244140625,0.09302821225967983,0.003224229146570168,0.006417682298594886,0.7043436368996066,0.009111578443221783
4,iid,contractive,0.08,2718,mean,0.45,0.312835693359375,0.3207645286368521,0.00792883527747712,0.012949018287642274,1.8782496983989507,0.006894194258984958
4,iid,contractive,0.08,2718,mean,0.7,0.225830078125,0.23446916634829895,0.008639088223298952,0.013166397287055608,1.2074462346850399,0.010904334212852168
4,iid,contractive,0.08,2718,mean,0.95,0.158721923828125,0.16283987544579825,0.0041179516176732545,0.008074526129278694,0.8896972255573977,0.00907558874786867
4,iid,contractive,0.08,2718,mean,1.2,0.1025390625,0.10721080139375283,0.00467173889375283,0.007956346940247015,0.7043436368996066,0.011296115309949298
